temperature_C,pressure_bar,rpm,vibration_mm_s
53.448976211662185,5.110687308079346,2847.699907107863,5.215840059566684
51.25742483782354,4.592771649193158,2403.214989180171,4.73103029449581
59.19976711978088,5.348587089243077,2953.3819766704846,5.377660688040862
73.45651376584799,6.486595111680534,3566.120899485618,5.66572604741117
54.70277102592526,4.6520880960253885,2336.092637693665,4.3507398559925745
49.02680485432722,5.072628402749471,2336.1041301355735,3.937148780774158
69.72349651851499,6.640254737885996,3605.4489708551737,6.160226963521086
56.80453975806934,5.225276613943421,3037.2043104070362,5.574737238489998
54.30448831980762,4.930215826350918,2171.3679298455336,4.283276532973284
58.14413041066847,5.272831195370265,2879.792030510175,5.463060304744809
50.8263828141578,4.457484013208191,2175.6076150312765,4.22978297053475
55.065260012636415,4.656997278777596,2173.98917250082,3.8205944253530415
53.17099237540194,5.350841911515071,2669.373590096224,4.010414053651687
34.73709138953552,3.2947979449918567,1160.7038287395414,2.632229050782037
38.75989222785251,3.259693284942507,1292.5575172408771,2.7620889253407532
53.391921307433776,4.025714135371268,2106.398729531319,3.8024331797716933
41.934180362760316,4.73705401482211,1791.0182157659033,2.9777172912788767
49.14321079946859,5.429690397842,2719.9731328166918,4.526409011327589
46.019121190394834,3.9240769447676414,1864.3831471351523,3.599294754910647
44.79187130851632,3.8037900237267017,1511.387409065296,3.4092656641605985
70.91223490815754,6.74130699956417,3525.954138245088,6.205978988527651
51.713994989656904,4.906821820630811,2341.956589659425,4.827047981536267
54.33295709803055,6.07250518869075,2547.2697432815467,4.332701617084849
46.493817438574204,3.29423346013891,1502.6762696505803,3.49740553996941
44.81796001490221,4.263186990924837,2118.9320928323723,3.9532673346355094
54.76618742801386,5.170864705280036,2577.6458127969063,4.89689946115214
45.902925619427826,4.139493567519436,1694.304495804388,3.320269448374159
59.50351951795875,4.818168168470993,2762.9886128419703,5.327160837936716
48.425214925109394,3.5410623107003367,2079.5529170568366,4.052535226473964
52.653095536854,4.4384568919834715,2295.8143751447064,4.104205665435402
42.4806823970341,3.6725194106793606,2078.8053714394223,3.840572884994032
68.58439151287354,6.904619027639755,3796.594729156256,6.355734747563848
56.24714944986475,5.185882986745231,2490.551942683446,4.760358825408769
43.168346094006395,3.459064214148486,1759.6023497308697,3.1209567167448187
62.08632992643558,5.350519670843036,3075.7814384722324,5.423858814060682
46.08553084265151,3.6603899767185943,1645.4094450202845,3.5147941266721703
55.72680659546665,5.578944620251394,2646.2045165033287,4.799888543871237
39.050162272399604,2.1271800858480066,1128.2309132841572,3.0389627147056792
40.955039493399354,3.8405245845561518,1570.2697657710987,3.4356313410146213
56.0338005422125,5.547407065668748,2637.8028651083864,4.783795209952089
63.03376778072911,6.20871661045751,3016.926605996787,5.445994012060029
56.910412444901056,5.679324560881442,2619.9577968329795,4.870857270542197
52.268960619246975,5.751279493589017,2419.0462023282316,4.569224536428864
53.14337816992235,4.520327041492375,2289.227413087498,3.762243060404062
44.724244652823465,3.3878840028196247,1465.0346067428009,3.062068532417026
42.803484813752014,4.027199113298716,1996.109054123704,3.306068840765457
54.60785651880548,4.484875314427362,2177.5528603281487,4.588704847007733
62.87106248419567,6.79712623561971,3239.985558353241,5.627149063706924
59.16286343209577,4.846846690744409,2740.532802697923,4.913894346975535
43.78220346588872,2.6809751571275076,1265.8718912460863,3.1637295384230484
53.60728425122488,5.913846420323995,2726.8587785763566,4.971073658551088
49.6369858372203,4.97672244869456,2230.4424037085782,3.830680246880938
48.44820910980283,4.096594700930495,2026.1545997858289,3.8790780931808406
57.78682026289001,6.026838243950061,2928.1734021886077,5.0689943959162145
68.86520571647641,6.291205802192278,3221.6996657471655,5.21998384664431
60.25243671909569,6.643143577010538,3151.896083381339,5.28024116446836
46.28393246646923,4.089880211521354,1912.547733744153,3.6656738332174283
53.01578313765873,5.063934984595672,2283.5513369041496,4.266091987590601
54.176164245561665,6.42781980736904,2731.8844019824946,4.417115140187034
62.00753693255903,6.331850204396029,3182.8815889856514,5.905108320348206
51.927296185850096,4.483056119931214,2164.5780335082973,4.105408646259527
52.4418833828764,5.081040740224916,2370.038716335328,4.404150050258091
45.42662564164952,3.6147924858316944,1725.5655181957802,3.599403626169878
43.363868020377254,4.615435663239541,1662.6553631435304,3.1260409200086805
57.28180598056896,5.982057336159895,3068.7680756759387,5.465064602362315
67.35719587401263,6.409815503909117,3449.368019999576,5.8762631476742895
59.659914193666914,4.585073061822011,2449.592914893766,4.3637341195517
63.48488123464332,6.562844922281642,3202.473028524417,5.784699506928786
58.713534962142774,5.751907313184446,2753.145217533344,5.4255471179234105
51.659162326667534,4.078524126276624,2048.416171776413,4.208731464710796
54.22773159663058,5.6353436162183925,2752.9769238558897,5.165020210101809
73.02705113270295,6.119178567156743,3576.6255965261785,6.096302556516783
55.30604766074482,5.033863066226117,2474.921772623034,4.096741161612
73.03857740610498,6.933503435342365,3595.2505590698042,6.722113475635816
30.795042139074177,2.7488174072431755,666.1784271371789,2.531669422167526
67.35816680442535,5.612203283808775,3075.331753062657,6.000403471894599
58.05666185530498,4.586151664905822,2560.9329477667197,4.633516992732239
54.147458513643784,4.3069405831082115,2290.6948546738927,3.9853926942628934
56.47286388595766,4.568144669593794,2564.2325435748517,4.3868315206631046
37.558835263129154,3.308585758750594,1108.7017597793752,2.0764990467136184
56.75635111758652,5.373423203631601,2346.2296785137414,4.418389051045207
58.42082521024282,5.528052711272688,2749.9788000582225,5.45009445169946
61.51310086506727,7.143759308384557,3534.5258313190616,5.929194225322545
47.29497078138036,4.473120707765609,2137.210847208447,4.101249302382225
47.65111647911898,4.056442505679324,1934.0544779747688,4.186566792443364
51.71523778338655,4.304817063563814,2148.7700694908244,3.9916002455070005
62.51961232199774,5.901093975275297,3140.781482391452,6.129989462325576
61.418421690522344,4.749080620295234,2730.125776761779,5.602147688173817
44.696708696241004,4.512370477223852,2129.167857363073,3.909602201156363
59.74221024766767,5.5587259610013415,2859.2872031793495,4.952728569562808
50.36151373836207,5.406871144900955,2567.954284543628,4.79794683013669
